price (high season),Name,Location
10,Siebenseelift – Wildalpen,Austria
20,Snowhaven,USA
19,Albstadt-Ebingen,Germany
20,Ötzlifte (Rabenkopf) – Kochel am See,Germany
24,Finse Skisenter,Norway
89,Black River Basin (Snowriver Mountain Resort),USA
25,Jibuzaka Kogen,Japan
5,Nový Hrádek,Czech Republic
15,U Bambuchu,Czech Republic
60,Eden Valley Resort,South Korea
24,Asahi Prime (temporarily closed),Japan
24,Kluglifte Hebalm – Rettenbach (Deutschlandsberg),Austria
27,Yeti Resort,Japan
9,Åslia,Sweden
24,Karuizawa Snow Park,Japan
64,Mt. La Crosse,USA
22,Czarny Groń,Poland
22,Magura Skipark – Malastow,Poland
8,Ponijeri – Kakanj,Bosnia and Herzegovina
21,Králiky,Slovakia
18,Persåsbacken,Sweden
10,Parc de l'Île Melville – Val Mauricie,Canada
31,Fagerfjell,Norway
22,Słotwiny Arena,Poland
9,Svedjebacken,Sweden
23,Hüttegglift – Weerberg,Austria
20,Saint-George,Switzerland
20,Kandel,Germany
10,Les Verrières,Switzerland
27,Zadov – Kobyla,Czech Republic
26,Bruce Mound,USA
15,Kessellifts – Inzell,Germany
16,Černá Říčka,Czech Republic
17,Erbeskopf – Thalfang,Germany
27,Zadov – Churáňov/​U Horejšů,Czech Republic
35,Kappruet,Sweden
18,Gohrersberg – Kreuzthal,Germany
15,Zdobnice,Czech Republic
20,Severák,Czech Republic
20,Kamuro,Japan
71,Peek'n Peak,USA
15,Hartmanice,Czech Republic
26,White Valley Matsubara (temporarily closed),Japan
22,Koide,Japan
55,Mt. Kato,USA
23,Ribniška koča – Ribniško Pohorje,Slovenia
13,Tesák,Czech Republic
22,Mosty u Jablunkova,Czech Republic
29,Matthias-Schmidt-Berg – St. Andreasberg,Germany
12.5,Les Égaux,France
58,Mont Ripley,USA
35,Häkärinteet,Finland
70,Ober Gatlinburg,USA
13,Podbanské,Slovakia
15,Sonnenhanglifte – Unterjoch,Germany
79,Caberfae Peaks,USA
20,Silberberg – Bodenmais,Germany
13,Toplița,Romania
10,Prácheň,Czech Republic
13,Karlików (temporarily closed),Poland
16.3,Larcenaire – Bussang,France
29,Kirkerud,Norway
12.9,Glück Auf – Langewiese,Germany
20,Machůzky,Czech Republic
25,Duck Mountain – Kamsack,Canada
9,Buřín – Hodkovice nad Mohelkou,Czech Republic
15,Northeast Slopes – East Corinth,USA
13,Klyuchi,Siberia
17,Simmersfeld,Germany
17.5,Poseka – Ravne na Koroškem,Slovenia
23,Sonnenberg – St. Andreasberg,Germany
26.5,Familienarena St. Corona,Austria
31,Martock,Canada
20,Geising,Germany
20,Pawlin – Malá Morávka,Czech Republic
18,Edsbybacken,Sweden
18,Příčná – Zlaté Hory (temporarily closed),Czech Republic
12,Nádraží – Pernink,Czech Republic
9,Umanbacken,Sweden
85,Shanty Creek Resorts – Schuss Mountain,USA
16,Horní Kouty,Czech Republic
41,Messilä,Finland
22,Beskid – Spytkowice,Poland
25,Arena Platos,Romania
22,Witów,Poland
16,Rališka,Czech Republic
31,UP Kannabe,Japan
15,Sviščaki,Slovenia
17,Vårdkasen – Härnösand,Sweden
18,Mont Gibloux,Switzerland
27,Urnäsch – Osteregg,Switzerland
19,Drozdovo – Nová Baňa,Slovakia
14,Bromberg Alm – Böbing,Germany
13,Foncine le Haut,France
15,Szelment,Poland
20,Samoty,Czech Republic
13,U Sachovy studánky,Czech Republic
25.5,Karlift – Heiterwang,Austria
10,Solisko – Horní Bečva,Czech Republic
35,Rochers de Naye – Montreux,Switzerland
14,Måttsundsbacken,Sweden
27,Nad Nádražím/​Belveder – Železná Ruda,Czech Republic
22,Medicine Lodge,Canada
19,Funes (Villnöss),Italy
62,Yuyang,China
22,Javorník – Jeřmanice,Czech Republic
24,Bjørnestad,Norway
12,Andolla Ski – Alpe Cheggio,Italy
22,Dolní Lomná – Armáda,Czech Republic
25,Salzberg – Goldlauter (Suhl),Germany
25,St. Magdalena (Gsies/​Valle di Casies),Italy
33,Schwarzenbachlift – Altglashütten,Germany
21,Little Smoky,Canada
26,Hasenhorn – Todtnau,Germany
8,Švýcarská Bouda – Abertamy,Czech Republic
18,Lopušná dolina – Svit,Slovakia
24.5,Bodental – Unterbergen (Ferlach),Austria
3,La Brévine,Switzerland
39,Howelsen Hill – Steamboat Springs,USA
13,Reicheltberg – Kurort Seiffen,Germany
13,Vurmovka,Czech Republic
25,Afriski Mountain Resort,Lesotho
15,Hochwacht – Mosnang,Switzerland
14,Lindbäcksstadion,Sweden
20,Poniwiec,Poland
18,Hoherodskopf – Breungeshainer Hang/​Rennwiese,Germany
16,Ekesberget,Sweden
16,Johanngeorgenstadt – Külliggut,Germany
5,Kettlebowl,USA
21,Grapa Litwinka – Czarna Góra,Poland
17,Skarmoen,Norway
22,Schneeberglifte – Waldau (Titisee-Neustadt),Germany
22,Mont Chilly,Canada
21,Koziniec – Czarna Góra,Poland
9,Johannisberg – Freudenberg,Germany
14,Petersbründl – St. Michael im Lungau,Austria
17,Polana Sosny – Niedzica,Poland
18,České Petrovice,Czech Republic
9.5,Montmin,France
14,Mickelbacken,Sweden
65,Chestnut Mountain,USA
30,Monínec – Sedlec-Prčice,Czech Republic
27,Aktiven Skiheis,Norway
15,Ráztoka,Slovakia
14.9,Deny – Bachledova,Slovakia
16,Sundsvall – Södra Berget,Sweden
10,Navis,Austria
45,Sir Sam's,Canada
30,Inselsberg – Bad Tabarz,Germany
20,Bubergsgården,Sweden
20,Branná,Czech Republic
15,Mont des Brumes,Belgium
14,Ålidberget,Sweden
29,Mullsjö Alpin,Sweden
29,Klobouk – Malá Morávka (Ski Karlov),Czech Republic
16,Vernár,Slovakia
38,Devil's Elbow (temporarily closed),Canada
16,Kubova Huť,Czech Republic
31,MeriTeijo Ski,Finland
31,Mission Ridge,Canada
35,Mount Pleasant,USA
7,Le Col du Feu – Lullin,France
48,Christie Mountain,USA
25,Bear's Den Mountain – Fort Ransom (temporarily closed),USA
10,Kocierz,Poland
18,St. Hemma – Edelschrott,Austria
32,Kasurila,Finland
9,Kozara,Bosnia and Herzegovina
26,Mt. Ashwabay – Salmo,USA
29,Gilja,Norway
19,Skjerdingen,Norway
11,Sachrovka,Czech Republic
19,Annaberg – Andělská Hora,Czech Republic
33,Hakodateyama,Japan
19,Mitsui Greenland,Japan
13,Do-Mi-Ski – Dolbeau-Mistassini,Canada
31,Bannalp – Oberrickenbach,Switzerland
57,Powder Ridge Mountain Park & Resort,USA
14,Oberberg – Weiler-Simmerberg,Germany
24,Predaia-Coredo,Italy
21,Schneiderkopf – Buch,Austria
15,Biały Jar – Karpacz,Poland
14,Sundsvall – Sidsjöbacken,Sweden
42.5,Hahnbaum – St. Johann im Pongau,Austria
138,Dollar Mountain – Sun Valley,USA
22,Suche,Poland
21.5,La Quillane,France
17,Ludens Yuzawa,Japan
15,Beauce – Vallée-Jonction,Canada
12,Schmiedhornlift – Wald (Faistenau),Austria
29,Mystery Mountain,Canada
30,Titcomb Mountain,USA
26,Schwärzenlifts – Eschach,Germany
18,Horní Podluží,Czech Republic
15,Kalnica (PL),Poland
34,Eikerapen,Norway
9,Antoni – Fridingen an der Donau,Germany
43,Sappee,Finland
35,Laajis – Laajavuori,Finland
16,Kandelblick,Germany
23,Åmåls Skicenter,Sweden
23,Schöneck (Skiwelt),Germany
30,Holzhau,Germany
15,Monte Purito – Selvino,Italy
41,Terakoya Resort,Japan
30,Echo Valley – Lake Chelan,USA
15,Eaton Mountain (temporarily closed),USA
12,Kleingladenbach,Germany
12,Klepáčov,Czech Republic
8,Szus – Koniaków,Poland
8,La Magdeleine,Italy
5,Edelweiss – Zhigulyovsk,Volga Federal District
31,Mineyama Kogen,Japan
13,Puzhalova Gora – Gorokhovets,Central Russia
19,Vålådalens Fjällstation,Sweden
19,Dolní Dvůr,Czech Republic
12,Königswalde,Germany
22,Brüsti – Attinghausen,Switzerland
57,Ben Lomond,Australia
15,Brodok – Poráč,Slovakia
18,Hartman – Olešnice v Orlických horách,Czech Republic
12,Potštát,Czech Republic
29,Herrischried,Germany
16,Mogno,Switzerland
17,Schwengimatt,Switzerland
35,Höglekardalen,Sweden
31,Glen Eden,Canada
12,Wurmsteinlift – Flossenbürg,Germany
74,Afton Alps,USA
39,Hilltop – Anchorage,USA
19,Pappenheimer Berg – Ernstthal (Lauscha),Germany
16,Celjska koča,Slovenia
34,Børgefjellsenteret,Norway
21,Hempelsberg/​Geiersberg – Oberwarmensteinach,Germany
18,Åsbacken – Örnsköldsvik,Sweden
19,Strážné,Czech Republic
30,Arioso – Sasso di Castalda,Italy
13,Niedernsill,Austria
10,Olšanka,Czech Republic
17,U Pekina – Zlaté Hory-Dolní Údolí,Czech Republic
15,Bieliczak – Bielice,Poland
27,Hiruzen Bear Valley,Japan
22,Sternrodt – Bruchhausen,Germany
18,Razula,Czech Republic
50,Paoli Peaks,USA
20.5,Nagelköpfl – Piesendorf,Austria
21,Makov-Kasárne,Slovakia
13,Lucifer – Josefův Důl,Czech Republic
16,Mezivodí,Czech Republic
34,Boler Mountain – London,Canada
19,Taranokidai,Japan
19,Větrný vrch – Dolní Morava,Czech Republic
30,Budor,Norway
16,Alekseevka,Far Eastern Federal District
16,Mariánky – Mariánské Lázne,Czech Republic
5,Keilhauer Berg – Nabburg,Germany
16,Kornberg,Germany
65,Ski Brule,USA
9,Getberget,Sweden
14,xPark Františkov – Jindřichov,Czech Republic
50,Cockaigne,USA
15,Schlossberg – Albstadt-Tailfingen,Germany
16,Feldthurns (Velturno),Italy
17,Hoher Meissner – Eschwege/​Hessisch Lichtenau,Germany
45,Holiday Mountain (NY),USA
25,Modum – Vikersund,Norway
28,Storstenshöjden (temporarily closed),Sweden
70,Bittersweet,USA
12,Schafmatt – Oltingen,Switzerland
18,Middagsberget,Sweden
26,Mehliskopf,Germany
12,Oberwaldlifte – Faistenau,Austria
55,Mad River Mountain,USA
42,Pian del Falco – Sestola,Italy
16,Lesko-Ski – Weremień,Poland
26,Kendall Mountain – Silverton,USA
20,Rehefeld-Zaunhaus,Germany
15,Kamienica/​Bolesławów,Poland
15,Shichinohechoei,Japan
14,Bourg d'Oueil,France
13,Wengen (Weitnau),Germany
16,Modrá Hvězda-Bahýnka,Czech Republic
15,Kokuszka,Poland
15,Klutmarksbacken,Sweden
16,Dackestupet,Sweden
33,Tèct/​Zinols – Bergün,Switzerland
13,Pyšná,Czech Republic
16,Nové Hutě,Czech Republic
25,Tristeli – St. Margrethenberg,Switzerland
20,Pichl (Gsies),Italy
64,Mt. Southington,USA
17,Straža – Bled,Slovenia
42,Brimacombe (Oshawa Ski Club),Canada
24,Araragi Kogen,Japan
20,Knittellifte – Elbigenalp,Austria
15,Am Gründelwald – Jöhstadt,Germany
12,Saporo – Kraslice,Czech Republic
49,Hurricane Ridge,USA
32,Kjerringåsen,Norway
15.6,La Schlucht,France
37,Tenzan Highland,Japan
29,Mount Mawson,Australia
60,Mt. Holly,USA
21,Pirstingerkogellift Sommeralm – Hohenau an der Raab (Passail),Austria
41,Ichinose Yamanokami,Japan
34,Gokase Highlands,Japan
15,Oaza – Loucná nad Desnou,Czech Republic
24,Marikollen – Fjerdingby,Norway
17,Lyngseidet,Norway
34,Summit Lake – Nakusp,Canada
65,Otsego – Gaylord,USA
23,Batea Mahuida,Argentina
16,Les Gentianes – Morbier,France
31,Gullingen,Norway
18,Uenono,Japan
15,Kladky,Czech Republic
65,Nanshan,China
50,Canada Olympic Park – Calgary,Canada
30,Mt. Holiday,USA
14,Alšovka – Měděnec,Czech Republic
6,Seninka,Czech Republic
19,Cochran,USA
69,Welch Village,USA
14,Nakazato Snow Wood,Japan
53,Caledon Ski Club,Canada
11,Schießberg – Crottendorf,Germany
29.5,Lärchenhof – Erpfendorf,Austria
58,Hunt Hollow Ski Club,USA
10,Koza (Коза) – Yablunytsia (Яблуниця),Ukraine
13,Amut Snowlake,Far Eastern Federal District
13,Búřov,Czech Republic
65,Woods Valley,USA
22,Sellinghausen (Schmallenberg),Germany
22,Kütiorg,Estonia
22,Heubach (Masserberg),Germany
25,Hundseck – Bühlertallifte,Germany
18,Dreieck – Glarus,Switzerland
14,Janova Hora,Czech Republic
65,Perfect North Slopes,USA
16,Nods,Switzerland
10,Wildstättlift – Wattenberg,Austria
20,Schmallenberger Höhe – Schmallenberg,Germany
29,Flottsbro Alpin,Sweden
52,Sawmill Mountain Resort,USA
21.5,Dottingen (Münsingen),Germany
14,Thalgauberg – Thalgau,Austria
44,Kujyumachi,Japan
65,Echo Mountain Park – Idaho Springs,USA
12,Ostrá Malenovice,Czech Republic
8,Granbergsbacken,Sweden
15,Junsele,Sweden
18,Lazensky vrch – Lipová Lázně,Czech Republic
12,Kirchberglifte – Kreuth,Germany
38,Høgevarde,Norway
14,Bucsin,Romania
28,Prägraten am Großvenediger,Austria
9,Osovje,Slovenia
26,Kleinlobming,Austria
7.5,Pöhlberg – Annaberg-Buchholz,Germany
7.4,Parc de loisirs de l'Aigle – Lans en Vercors,France
20,Yunotani Yakushi,Japan
20,Udatný,Czech Republic
18,Grün-Maibrunn (St. Englmar),Germany
17,Stupava,Czech Republic
16,Uvbergsbacken,Sweden
16,Vaňkův Kopec,Czech Republic
13,Biele Vody/​Dedinky (Mlynky),Slovakia
22,Bret – Prkenný Důl (Žacléř),Czech Republic
18,Kašperské Hory,Czech Republic
12.5,Baienberg – Reuthe,Austria
19,Sinswang (Oberstaufen),Germany
22,Jahodna,Slovakia
18,Birkholzlift – Heinersreuth (Presseck),Germany
15,Olympiaparken – Lillehammer,Norway
32,Ulricehamn,Sweden
16,Puyvalador Rieutord,France
59,The Omni Homestead,USA
26,Bollebacken,Sweden
11,Thanner Hubel,France
16,Kassjöbacken,Sweden
10,Logarska dolina,Slovenia
10,Avalman – Barnaul,Siberia
12,Sitzambuch – Schnaittenbach,Germany
11,Ramsele,Sweden
16,Schwarzer Mann – Prüm,Germany
15,Skönviksbacken,Sweden
15,Kálnica (SK),Slovakia
15,Homôlka – Valaská Belá,Slovakia
43,Timberline Summit Pass,USA
45,Otis Ridge,USA
18,Am Richtergrund (Massive Snowpark) – Hermsdorf,Germany
13,Kamenec – Teplice nad Metují,Czech Republic
13,Bärenstein,Germany
12.5,Paulusberg – Sehmatal-Neudorf,Germany
59,Thunder Ridge,USA
14.5,Geyersberg (Freyung),Germany
29,Vegglifjell,Norway
17,Stokinger – Freudenstadt-Lauterbad,Germany
39,Huff Hills,USA
50,Sundown Mountain Resort,USA
16,Heigenbrücken,Germany
10,Valbacken – Ingatorp,Sweden
25,Le Crêt-Meuron – Fontaines (Les Gollières),Switzerland
21,Tendo Kogen,Japan
13,Kvarntorpshögen – Kumla,Sweden
13,Eisenberg – Neuenstein,Germany
16,Argental – Weitnau,Germany
27.3,Holzelfingen (Lichtenstein) – Wintersport Arena,Germany
25,Kirikeskus,Finland
5,Les Prévondes,Switzerland
21,Makovica – Nižná Polianka,Slovakia
17,Góra Kamieńsk,Poland
69,Appalachian Ski Mountain,USA
16,Bacherleitn – Weißenbach bei Liezen,Austria
45,Mt. Zion Hill,USA
55,Mansfield Ski Club,Canada
18,Alpalouka,Czech Republic
14,Engstingen,Germany
32,Nechkino – Izhevsk,Russia
17,Peklák,Czech Republic
12,Strelníky,Slovakia
20,Téléconthey – Mayens de Conthey,Switzerland
24,Riedlberg – Drachselsried,Germany
56,Alpine Valley – White Lake,USA
11,Brandlift – Scharnitz,Austria
24,Ishiuchi Hanaoka,Japan
15,Genkingen (Sonnenbühl),Germany
17,Lučivná Snowpark,Slovakia
56,Salamandra Resort – Banska-Stiavnica,Slovakia
30,Minnedosa Ski Valley,Canada
15,Kubašok,Slovakia
20,Hlubočky,Czech Republic
22,Fahlenscheid – Olpe,Germany
21,Szwajcaria Bałtowska,Poland
29,Lierne,Norway
11,Raml – Molln,Austria
17,Motai,Japan
6,Bühlberg – Gütenbach,Germany
15,Storrs Hill – Lebanon,USA
33,Mont Bellevue,Canada
23,Yxbacken,Sweden
17,Henryk,Poland
22,Olczań Ski,Poland
15,Stoaninger Alm – Schönau im Mühlkreis,Austria
62,Tussey Mountain,USA
23,Lammertallift,Austria
12,Le Monty – Lierneux,Belgium
25,Spruce Mountain – Jay,USA
9,Mont Villa Saguenay,Canada
15,Gasse – Ridnaun,Italy
50,Mystic Mountain – Farmington,USA
24,Vångabacken,Sweden
20,Schmiedefeld am Rennsteig,Germany
12,Nezdice na Šumavě,Czech Republic
35,Purnuvuori,Finland
28,Steinberg am Rofan,Austria
14,Gustavsbergbacken – Östersund,Sweden
50,Andes Tower Hills,USA
19,Tadami,Japan
10,Bad-Lifte – Eisenbach,Germany
24,Hammarbybacken – Stockholm,Sweden
24,Unterstmatt,Germany
14,Radvanice,Czech Republic
18,Buchserberg-Malbun – Buchs,Switzerland
17,Kronberg – St. Georgen im Attergau,Austria
103,Big Boulder,USA
33,Skarslia,Norway
20,Kvasejovice,Czech Republic
20,Zlaim – Grundlsee,Austria
10,Zschorlau,Germany
8,Hochberg – Heidenheim an der Brenz,Germany
38,Vihti Ski Center,Finland
12,Krajka – Kraslice,Czech Republic
72,King Pine – Purity Spring Resort,USA
43,Hidden Valley Highlands,Canada
20,Bergbrunnenlift – Gersbach,Germany
20,Nussbaumerlifte – Hof bei Salzburg,Austria
52,Hidden Valley (MO),USA
13,Vettenbacken – Liden,Sweden
13,Asbybacken (Asby Alpina),Sweden
22,Złoty Groń,Poland
33,Great Bear Ski Valley,USA
20,Reiserhang – Gaißach,Germany
15,Kempaland – Bukovec,Czech Republic
18,Rohrhardsberg – Schonach,Germany
50,Tyrol Basin – Mt Horeb,USA
57,Willard Mountain – Greenwich,USA
54,Snow Trails,USA
14,Litsbacken,Sweden
35,Samedan,Switzerland
60,Pine Knob,USA
16,Gribanowka,Far Eastern Federal District
8.5,Rettenbach (Bernstein),Austria
21,Fischbach (Schluchsee),Germany
41,Sun Valley Resort,Japan
20,Schlossberg – Osternohe,Germany
38,Chicopee,Canada
58,Wild Mountain,USA
25,Kolsås Skisenter,Norway
20,Terenten (Terento),Italy
16,Lubinka,Poland
16,Hlinsko,Czech Republic
20,Taisten (Tesido),Italy
25,Little Ski Hill,USA
15,Hochsträßlifts – Oberreute (temporarily closed),Germany
18,Hammerfest,Norway
50,Mont du Lac,USA
2.5,Notre-Dame-de-Vaulx,France
19,Freikollen,Norway
16,Karasjok,Norway
40,Badaling,China
20,Frymburk – Svatá Marta,Czech Republic
35,Falkfångarfjället,Sweden
12,Gschwend,Germany
23,Bollekollen – Bollebygd,Sweden
14,Raten – Oberägeri,Switzerland
15,Biocel Zlatník,Czech Republic
8,Mönchswald – Mitteleschenbach,Germany
28,Heimenschwand – Buchholterberg,Switzerland
18,Grevenstein – Ostenberg,Germany
18,Luka nad Jihlavou,Czech Republic
12,Vitberget – Skellefteå,Sweden
17,Kyukamura Myoko Resort,Japan
20,Passo Forcora – Monte Cadrigna,Italy
14,Sandnes,Norway
12,Baie des Sables,Canada
8,Rohy,Czech Republic
6,Kvarnberget,Sweden
12,Bukovnik,Slovenia
26,Ikawa Kainayama,Japan
26,Mustavaara,Finland
9,Höhn-Schönberg,Germany
37,Ellivuori,Finland
16,Stará Ves u Rýmařova,Czech Republic
20,Troják,Czech Republic
15,U řeky – Nové Hamry,Czech Republic
35,Mount Pakenham,Canada
8,Nowa Morawa,Poland
17,Arłamów,Poland
29,Riekstu Kalns,Latvia
15,Ski Park Liptovská Teplička,Slovakia
80,Horseshoe Resort,Canada
70,Alpine Valley Resort – Elkhorn,USA
34,Rabbit Hill Snow Resort,Canada
24,Péra – Trun,Switzerland
20,Klausenlift – Mehlmeisel,Germany
20,Schlossberg – Küstelberg (Medebach),Germany
20,Kalte Herberge – Urach,Germany
12,Cieniawa,Poland
9,Štrbáň,Czech Republic
59,Trollhaugen,USA
13,Vetrovala,Bulgaria
70,Nordic Mountain,USA
22,Stinesser Lifte – Fischen i. Allgäu,Germany
19,Mareszka – Krempna,Poland
15,Luhy – Trnava,Czech Republic
35,Kalpalinna,Finland
11,Čeřínek,Czech Republic
16,Ollomont,Italy
41,Tannenomori Okojo,Japan
8,Chmelná,Czech Republic
9,Årjäng,Sweden
19,Horní Vltavice,Czech Republic
13,Aboda Klint – Högsby,Sweden
18,Wolfsberglift – Siegsdorf,Germany
45,Coffee Mill,USA
26,Komagane Kogen,Japan
17,Koldemoåsen,Sweden
20,Látky-Prašivá,Slovakia
5,Living Memorial Park – Brattleboro,USA
13,Chiapili di Sotto – Ceresole Reale,Italy
29,Boogie Mountain – Espanola,Canada
32,Druni KidsArena – Valtgeva,Switzerland
12,Ellegglifte – Faistenoy (Oy-Mittelberg),Germany
5,Ulveløypa – Brøttum,Norway
15,Kettilsås,Sweden
15,U Steni – Gliczarów Górny,Poland
15,Kareš,Czech Republic
9,Mitteldorflift – Döllach (Großkirchheim),Austria
99,Crystal Mountain (MI),USA
22,Ruffrè – Monte Nock,Italy
54,Powder Ridge,USA
24,Reckingen-Gluringen,Switzerland
18,La Baitina,Italy
18,Luisino Údolí,Czech Republic
10,Arft,Germany
14,Kozákov,Czech Republic
22,Akan Royal Valley,Japan
22,HEIpark Tošovice,Czech Republic
32,Bennau – Einsiedeln,Switzerland
23,Taivalvaara,Finland
13,Pianeta Neve – Piamprato/​Valprato Soana,Italy
20,Hijiri Kogen,Japan
29,Ishizuchi,Japan
16,Zborov,Czech Republic
28,Vogelskopf (Baiersbronn),Germany
12,Jastrzębia,Poland
10,Erbendorf-Pfaben,Germany
14,Engi,Switzerland
37,Mount Dufour,Canada
41,Kuma Ski Land,Japan
30,Selfranga – Klosters,Switzerland
15,Trins,Austria
9.5,Heindlmühle – Wegscheid,Germany
57,Davidovy boudy,Czech Republic
12,Rimski vrelec,Slovenia
10,Visalaje,Czech Republic
8,Mezihoří,Czech Republic
23,Weardale Ski Club,United Kingdom
25,Brunni – Alpthal,Switzerland
14.5,Grainet – Haidel,Germany
30,Lakis,Finland
58,Blue Hills,USA
29,Åslia Skisenter,Norway
14,Jimramov,Czech Republic
14,Muroran Kogen Danpara,Japan
14,Unterhütte – Waldmünchen,Germany
21.4,Hansberg – St. Johann am Wimberg,Austria
53,Snow Creek,USA
39,Jakubkova Lúka,Slovakia
12,Partecznik – Wisła,Poland
12,Am Ried – Farchant,Germany
11,Jezerné – Tabačka,Czech Republic
26,Lommedalen,Norway
31,Laurentian Ski Hill – North Bay,Canada
32,Simpsiö,Finland
16,Ski Land Stará Myjava,Slovakia
42,Seven Oaks,USA
21,Malskaya Dolina – Rogovo,Northwest Russia
39,Camp 10,USA
22,Oberwangen,Switzerland
11,Hedebacken,Sweden
24,Fjellsyn,Norway
22,Bäretswil,Switzerland
14,Nella – Bartošovice,Czech Republic
14,Mönchdorf (Königswiesen),Austria
12,Vernířovice,Czech Republic
11,Šanov – Červená Voda,Czech Republic
10,Spökbacken,Sweden
10,Zbojská,Slovakia
10,Bohl – Straßberg,Germany
8,Yablunytsia Pass (Яблуницький перевал) – Yablunytsia (Яблуниця),Ukraine
7,McGregor – Staré Město pod Sněžníkem,Czech Republic
41,Hasuike,Japan
40,Dry Hill,USA
5,Longchaumois – Rosset,France
11,Sedloňov,Czech Republic
13,Trollhöjden – Ullared,Sweden
4,Sternberg – Linderhofe (Extertal),Germany
45,Snowstar,USA
7,Ski Ivan – Kupres,Bosnia and Herzegovina
24,Saualpe – Eberstein,Austria
17,Žiar – Dolinky,Slovakia
34,Oslo Skisenter Grefsenkollen,Norway
13,Javorník na Šumavě,Czech Republic
13,Böttingen,Germany
31,Lövåsen – Grövelsjön,Sweden
19,Krasnaya Gorka – Melekhovo,Central Russia
41,Maruike,Japan
16,Opálená,Czech Republic
10,Monte Spada,Italy
58,Lianhuashan Resort,China
18,Montagna Grande di Viggiano,Italy
19,Kniplia – Gjerdrum,Norway
30,Påminne,Finland
17,Skomielna Czarna,Poland
17,Halde – Westerheim,Germany
16,Conca dell'Alben,Italy
16,Drayton Valley – Brazeau Ski Hill,Canada
20,Grünberg – Obsteig,Austria
18,Polevsko,Czech Republic
12,Frankenlift – Wurzbach,Germany
16,Snow Sun – Horný Vadičov,Slovakia
20,Am Poppenberg – Brilon,Germany
21,Tannenberglift – Immenreuth,Germany
74,Mt. Brighton,USA
10,Wilern (Binn),Switzerland
18,Svoboda nad Úpou,Czech Republic
11,Rothaus (Grafenhausen),Germany
20,Planberg- and Wiesenlifte – Pertisau,Austria
22,Schwannerlift – Weerberg,Austria
19,Archenstadel – Rinn,Austria
21,Eibenstock,Germany
30,Kokonniemi – Porvoo,Finland
14,Veľké Ostré,Slovakia
10,Heumöderntal – Treuchtlingen (temporarily closed),Germany
5,Unter Tann – Gosheim,Germany
26,Gähwil,Switzerland
21,Fallbachhang – Oberhof,Germany
79,Lauenen,Switzerland
39.5,Sauris di Sopra,Italy
11,Pařez,Czech Republic
18,Winterberglifte – Schonach im Schwarzwald,Germany
18,Schanze – Schmallenberg,Germany
15,Pusterwald,Austria
18,Tørudbakken – Brumunddal,Norway
23,Kirchdorf,Austria
15,Chester Bowl,USA
10,Geiersberg – Hauzenberg,Germany
65,Bradford,USA
75,Mount Peter,USA
5,Powderhouse Hill – South Berwick,USA
14,Billingebacken – Skövde,Sweden
14,Frykstabacken,Sweden
14,Burbach,Germany
29,Kuutse Hill – Otepää,Estonia
18,Torkilstöten,Sweden
20,Hapfere – Plaffeien,Switzerland
12,Celnica – Třeštík,Czech Republic
17,Cisowa,Poland
20,Raupennesthang – Altenberg,Germany
24,Sisorarfiit – Nuuk,Greenland
20,Hirogawara,Japan
18,Rybno,Poland
19,Benzeck – Blindau (Reit im Winkl),Germany
10,Hohe Bracht – Lennestadt,Germany
70,Alta Sierra – Shirley Meadows,USA
18,Sommerberg – Bad Wildbad,Germany
24,Grunholzlift – Au,Austria
18,Föhrlimatt – Wegenstetten,Switzerland
12,U Żura – Chabówka,Poland
44,Mt. Crescent,USA
12,Kesselmannlifte – Faistenau,Austria
44,Sunburst,USA
22,Kolsassberg,Austria
58,Dagmar Ski Resort,Canada
11,Sonnenberglift – Milders,Austria
14,Wissen,Germany
45,Granlibakken,USA
27,Vardåsen – Borgen (Asker),Norway
26,Stenkällegården,Sweden
13,Rackstadbacken – Arvika,Sweden
55,Timber Ridge,USA
85,Shanty Creek Resorts – Summit Mountain,USA
24,Hillberg,USA
14,Brandlwiese – Kaumberg,Austria
13,Cherkassy – Vodyaniki,Ukraine
12,Hronec – Majer,Slovakia
8,Szańce – Koniaków,Poland
10,Leirskallen – Oslo,Norway
10,Kuriyamacho (temporarily closed),Japan
25,Ruhestein (Baiersbronn),Germany
21,Yakhroma Park,Central Russia
15,Velflink – Pernink,Czech Republic
42,Frost Fire Park,USA
14,Kvisthamrabacken – Norrtälje,Sweden
14,Radegast Sihly na Krásné,Czech Republic
34,Holiday Mountain (MB),Canada
18,Černá Voda,Czech Republic
26,Daisen – Masumizu Kogen,Japan
26,Ekebyhovsbacken – Ekerö,Sweden
17,Hranice – Boží Dar,Czech Republic
12,Quoggy Jo Ski Center – Presque Isle,USA
14,Rusava,Czech Republic
14,Sonnenberglift – Gries im Sellrain,Austria
13,Ronsberg,Germany
13,Zásada,Czech Republic
15,Ombergsliden Vadstena,Sweden
5,Näsåker,Sweden
9,Alte Reite – Roßhaupten,Germany
22,Falköping Alpin,Sweden
6.5,Bidingen,Germany
20,Jalovec,Czech Republic
8,Rindersteige – Donzdorf,Germany
25,Campton Mountain,USA
24,Chuderhüsi – Röthenbach,Switzerland
38,Snow Snake,USA
17,Liebenau,Austria
16,Vedbobacken – Västerås,Sweden
10,Herzogsreut (Hinterschmiding),Germany
8,Bungerloch – Tarrenz,Austria
8,Mühldorf,Austria
2,Im Lehen – Höchenschwand,Germany
